row_id,order_id,date,time,item_id,quantity,cust_name,in_or_out,staff_id
45,ORD00004,01/04/2024,08:45:01,IT007,1,Casey,in,ST001
46,ORD00004,01/04/2024,08:45:01,IT020,1,Casey,in,ST001
47,ORD00021,01/04/2024,08:45:38,IT010,1,Elliot,out,ST001
48,ORD00021,01/04/2024,08:45:38,IT017,2,Elliot,out,ST001
49,ORD00007,01/04/2024,08:46:45,IT027,2,Taylor,out,ST004
50,ORD00023,01/04/2024,08:47:01,IT028,1,Avery,in,ST001
51,ORD00013,01/04/2024,08:55:42,IT019,1,Alex,in,ST001
52,ORD00012,01/04/2024,09:38:39,IT004,1,Dakota,out,ST001
53,ORD00012,01/04/2024,09:38:39,IT011,1,Dakota,out,ST001
54,ORD00012,01/04/2024,09:38:39,IT028,1,Dakota,out,ST001
55,ORD00039,01/04/2024,09:57:56,IT001,1,Logan,in,ST001
56,ORD00039,01/04/2024,09:57:56,IT026,3,Logan,in,ST001
57,ORD00020,01/04/2024,09:58:22,IT026,2,Jordan,in,ST001
58,ORD00031,01/04/2024,11:50:04,IT005,1,Logan,in,ST001
59,ORD00031,01/04/2024,11:50:04,IT015,1,Logan,in,ST001
60,ORD00045,01/04/2024,12:34:13,IT012,1,Dakota,in,ST005
61,ORD00045,01/04/2024,12:34:13,IT019,1,Dakota,in,ST005
62,ORD00029,01/04/2024,12:36:03,IT024,1,Cameron,in,ST002
63,ORD00008,01/04/2024,12:54:17,IT017,1,Charlie,out,ST005
64,ORD00042,01/04/2024,12:54:18,IT012,2,Jordan,in,ST004
65,ORD00033,01/04/2024,12:57:03,IT010,1,Riley,out,ST004
66,ORD00033,01/04/2024,12:57:03,IT012,1,Riley,out,ST004
67,ORD00014,01/04/2024,12:57:08,IT014,1,Morgan,out,ST005
68,ORD00014,01/04/2024,12:57:08,IT020,1,Morgan,out,ST005
69,ORD00017,01/04/2024,13:05:22,IT006,1,Parker,out,ST002
70,ORD00017,01/04/2024,13:05:22,IT024,1,Parker,out,ST002
71,ORD00048,01/04/2024,13:08:21,IT027,1,Logan,out,ST002
72,ORD00019,01/04/2024,13:10:57,IT021,1,Drew,out,ST002
73,ORD00022,01/04/2024,13:32:38,IT015,2,Rowan,out,ST002
74,ORD00022,01/04/2024,13:32:38,IT019,1,Rowan,out,ST002
75,ORD00015,01/04/2024,13:32:43,IT017,1,Parker,out,ST002
76,ORD00030,01/04/2024,13:34:09,IT005,1,Rowan,out,ST002
77,ORD00041,01/04/2024,13:37:40,IT010,1,Jordan,out,ST002
78,ORD00009,01/04/2024,13:46:11,IT003,1,Elliot,out,ST002
79,ORD00018,01/04/2024,15:48:25,IT015,4,Rowan,out,ST002
80,ORD00058,02/04/2024,07:01:32,IT002,1,Skye,out,ST001
81,ORD00058,02/04/2024,07:01:32,IT026,1,Skye,out,ST001
82,ORD00060,02/04/2024,07:05:08,IT008,3,Reese,out,ST001
83,ORD00060,02/04/2024,07:05:08,IT027,1,Reese,out,ST001
84,ORD00052,02/04/2024,07:07:14,IT020,1,Skye,in,ST001
85,ORD00052,02/04/2024,07:07:14,IT025,1,Skye,in,ST001
86,ORD00069,02/04/2024,07:11:02,IT026,1,Quinn,in,ST001
87,ORD00051,02/04/2024,07:14:43,IT004,1,Quinn,in,ST005
88,ORD00075,02/04/2024,07:19:07,IT007,1,Morgan,out,ST001
89,ORD00075,02/04/2024,07:19:07,IT010,1,Morgan,out,ST001
90,ORD00075,02/04/2024,07:19:07,IT011,1,Morgan,out,ST001
91,ORD00097,02/04/2024,07:36:03,IT021,2,Cameron,out,ST005
92,ORD00097,02/04/2024,07:36:03,IT026,2,Cameron,out,ST005
93,ORD00077,02/04/2024,07:36:19,IT003,1,Kai,out,ST005
94,ORD00050,02/04/2024,07:37:14,IT001,2,Blake,out,ST005
95,ORD00064,02/04/2024,07:44:07,IT015,2,Elliot,in,ST001
96,ORD00064,02/04/2024,07:44:07,IT021,1,Elliot,in,ST001
97,ORD00080,02/04/2024,07:44:51,IT004,1,Avery,out,ST005
98,ORD00080,02/04/2024,07:44:51,IT005,1,Avery,out,ST005
99,ORD00080,02/04/2024,07:44:51,IT024,2,Avery,out,ST005
100,ORD00066,02/04/2024,07:53:14,IT004,1,Avery,out,ST001
101,ORD00066,02/04/2024,07:53:14,IT028,2,Avery,out,ST001
102,ORD00098,02/04/2024,07:54:49,IT024,2,Alex,out,ST001
103,ORD00094,02/04/2024,07:55:35,IT025,1,Reese,out,ST005
104,ORD00091,02/04/2024,08:07:47,IT008,2,Avery,out,ST001
105,ORD00071,02/04/2024,08:08:37,IT003,1,Casey,in,ST001
106,ORD00086,02/04/2024,08:15:57,IT011,1,Elliot,out,ST001
107,ORD00086,02/04/2024,08:15:57,IT017,1,Elliot,out,ST001
108,ORD00099,02/04/2024,08:20:21,IT006,1,Logan,out,ST005
109,ORD00089,02/04/2024,08:26:05,IT001,1,Elliot,in,ST005
110,ORD00089,02/04/2024,08:26:05,IT028,1,Elliot,in,ST005
111,ORD00063,02/04/2024,08:26:11,IT019,1,Casey,in,ST001
112,ORD00079,02/04/2024,08:28:49,IT013,1,Drew,in,ST001
113,ORD00079,02/04/2024,08:28:49,IT016,2,Drew,in,ST001
114,ORD00056,02/04/2024,08:33:17,IT021,3,Casey,out,ST005
115,ORD00056,02/04/2024,08:33:17,IT023,3,Casey,out,ST005
116,ORD00056,02/04/2024,08:33:17,IT024,2,Casey,out,ST005
117,ORD00065,02/04/2024,08:35:55,IT002,1,Logan,out,ST001
118,ORD00073,02/04/2024,08:40:04,IT011,1,Charlie,in,ST001
119,ORD00073,02/04/2024,08:40:04,IT019,1,Charlie,in,ST001
120,ORD00087,02/04/2024,08:41:25,IT019,1,Charlie,in,ST001
121,ORD00087,02/04/2024,08:41:25,IT021,1,Charlie,in,ST001
122,ORD00095,02/04/2024,08:45:46,IT020,1,Cameron,out,ST001
123,ORD00085,02/04/2024,08:48:10,IT017,1,Jamie,in,ST001
124,ORD00068,02/04/2024,08:56:33,IT019,2,Blake,in,ST005
125,ORD00068,02/04/2024,08:56:33,IT025,4,Blake,in,ST005
126,ORD00078,02/04/2024,10:08:32,IT009,2,Alex,out,ST001
127,ORD00078,02/04/2024,10:08:32,IT019,1,Alex,out,ST001
128,ORD00074,02/04/2024,10:57:13,IT008,2,Jamie,out,ST005
129,ORD00053,02/04/2024,11:10:19,IT001,1,Rowan,out,ST005
130,ORD00096,02/04/2024,12:10:08,IT011,3,Alex,out,ST002
131,ORD00096,02/04/2024,12:10:08,IT024,1,Alex,out,ST002
132,ORD00057,02/04/2024,12:25:16,IT004,2,Morgan,in,ST006
133,ORD00057,02/04/2024,12:25:16,IT014,1,Morgan,in,ST006
134,ORD00057,02/04/2024,12:25:16,IT018,1,Morgan,in,ST006
135,ORD00088,02/04/2024,12:32:01,IT003,1,Skye,in,ST005
136,ORD00088,02/04/2024,12:32:01,IT004,1,Skye,in,ST005
137,ORD00088,02/04/2024,12:32:01,IT023,1,Skye,in,ST005
138,ORD00083,02/04/2024,12:47:08,IT024,2,Hayden,in,ST001
139,ORD00101,02/04/2024,12:51:41,IT022,1,Parker,out,ST005
140,ORD00084,02/04/2024,12:52:33,IT012,2,Elliot,in,ST001
141,ORD00084,02/04/2024,12:52:33,IT026,3,Elliot,in,ST001
142,ORD00093,02/04/2024,12:58:38,IT008,2,Reese,in,ST001
143,ORD00100,02/04/2024,13:02:12,IT004,1,Taylor,in,ST002
144,ORD00072,02/04/2024,13:08:01,IT010,3,Avery,in,ST002
145,ORD00054,02/04/2024,13:08:35,IT014,1,Jamie,out,ST002
146,ORD00070,02/04/2024,13:24:47,IT006,4,Morgan,out,ST006
147,ORD00092,02/04/2024,13:30:35,IT007,1,Sage,out,ST006
148,ORD00092,02/04/2024,13:30:35,IT011,1,Sage,out,ST006
149,ORD00067,02/04/2024,13:32:19,IT024,1,Reese,out,ST006
150,ORD00061,02/04/2024,13:35:58,IT025,1,Elliot,in,ST002
151,ORD00082,02/04/2024,13:37:11,IT005,2,Taylor,out,ST002
152,ORD00082,02/04/2024,13:37:11,IT019,1,Taylor,out,ST002
153,ORD00082,02/04/2024,13:37:11,IT020,1,Taylor,out,ST002
154,ORD00055,02/04/2024,13:41:01,IT028,1,Taylor,in,ST006
155,ORD00076,02/04/2024,13:44:43,IT005,1,Charlie,in,ST006
156,ORD00076,02/04/2024,13:44:43,IT024,1,Charlie,in,ST006
157,ORD00090,02/04/2024,13:48:14,IT005,1,Harper,out,ST002
158,ORD00090,02/04/2024,13:48:14,IT010,1,Harper,out,ST002
159,ORD00062,02/04/2024,13:51:02,IT022,1,Alex,out,ST002
160,ORD00059,02/04/2024,15:29:45,IT002,2,Rowan,out,ST006
161,ORD00059,02/04/2024,15:29:45,IT004,1,Rowan,out,ST006
162,ORD00081,02/04/2024,16:54:33,IT018,1,Cameron,in,ST002
163,ORD00081,02/04/2024,16:54:33,IT027,1,Cameron,in,ST002
164,ORD00135,03/04/2024,07:09:37,IT028,1,Dakota,out,ST001
165,ORD00108,03/04/2024,07:15:11,IT006,1,Casey,in,ST006
166,ORD00108,03/04/2024,07:15:11,IT027,1,Casey,in,ST006
167,ORD00131,03/04/2024,07:16:59,IT004,2,Avery,out,ST001
168,ORD00113,03/04/2024,07:21:42,IT005,2,Rowan,in,ST001
169,ORD00113,03/04/2024,07:21:42,IT026,1,Rowan,in,ST001
170,ORD00113,03/04/2024,07:21:42,IT027,1,Rowan,in,ST001
171,ORD00139,03/04/2024,07:24:39,IT004,3,Taylor,in,ST001
172,ORD00139,03/04/2024,07:24:39,IT011,1,Taylor,in,ST001
173,ORD00130,03/04/2024,07:28:32,IT007,1,Hayden,out,ST006
174,ORD00130,03/04/2024,07:28:32,IT025,1,Hayden,out,ST006
175,ORD00130,03/04/2024,07:28:32,IT026,1,Hayden,out,ST006
176,ORD00138,03/04/2024,07:31:30,IT003,3,Morgan,out,ST006
177,ORD00138,03/04/2024,07:31:30,IT021,1,Morgan,out,ST006
178,ORD00115,03/04/2024,07:34:01,IT009,1,Riley,out,ST001
179,ORD00115,03/04/2024,07:34:01,IT028,2,Riley,out,ST001
180,ORD00106,03/04/2024,07:34:33,IT002,1,Cameron,in,ST001
181,ORD00123,03/04/2024,07:35:59,IT003,2,Hayden,out,ST006
182,ORD00126,03/04/2024,07:38:04,IT026,1,Rowan,out,ST001
183,ORD00102,03/04/2024,07:45:18,IT007,1,Cameron,out,ST006
184,ORD00102,03/04/2024,07:45:18,IT018,1,Cameron,out,ST006
185,ORD00128,03/04/2024,07:51:54,IT004,1,Harper,in,ST001
186,ORD00116,03/04/2024,07:53:32,IT004,2,Jamie,out,ST006
187,ORD00116,03/04/2024,07:53:32,IT027,1,Jamie,out,ST006
188,ORD00104,03/04/2024,07:59:01,IT006,2,Jamie,in,ST006
189,ORD00104,03/04/2024,07:59:01,IT017,2,Jamie,in,ST006
190,ORD00119,03/04/2024,08:02:05,IT019,2,Elliot,out,ST006
191,ORD00118,03/04/2024,08:07:44,IT003,3,Taylor,out,ST006
192,ORD00118,03/04/2024,08:07:44,IT019,2,Taylor,out,ST006
193,ORD00110,03/04/2024,08:11:38,IT026,2,Reese,in,ST006
194,ORD00143,03/04/2024,08:24:14,IT005,2,Taylor,out,ST006
195,ORD00143,03/04/2024,08:24:14,IT015,2,Taylor,out,ST006
196,ORD00124,03/04/2024,08:38:06,IT026,2,Rowan,in,ST001
197,ORD00127,03/04/2024,08:40:44,IT003,1,Reese,out,ST006
198,ORD00120,03/04/2024,08:54:04,IT005,1,Logan,in,ST001
199,ORD00112,03/04/2024,10:14:02,IT027,2,Logan,out,ST006
200,ORD00103,03/04/2024,11:10:08,IT008,1,Hayden,out,ST006
201,ORD00114,03/04/2024,11:37:13,IT005,2,Casey,out,ST006
202,ORD00133,03/04/2024,12:01:04,IT008,2,Elliot,out,ST003
203,ORD00133,03/04/2024,12:01:04,IT009,1,Elliot,out,ST003
204,ORD00141,03/04/2024,12:02:20,IT028,2,Dakota,out,ST001
205,ORD00134,03/04/2024,12:12:50,IT016,2,Parker,out,ST002
206,ORD00111,03/04/2024,12:20:32,IT009,1,Jordan,out,ST002
207,ORD00129,03/04/2024,12:26:20,IT023,2,Elliot,out,ST006
208,ORD00129,03/04/2024,12:26:20,IT027,1,Elliot,out,ST006
209,ORD00121,03/04/2024,12:40:14,IT004,1,Alex,in,ST001
210,ORD00136,03/04/2024,12:57:01,IT003,1,Charlie,out,ST002
211,ORD00142,03/04/2024,13:10:21,IT015,2,Kai,out,ST002
212,ORD00132,03/04/2024,13:25:07,IT022,2,Jordan,out,ST002
213,ORD00140,03/04/2024,13:37:55,IT023,2,Cameron,out,ST002
214,ORD00122,03/04/2024,13:39:06,IT005,1,Cameron,out,ST003
215,ORD00122,03/04/2024,13:39:06,IT018,1,Cameron,out,ST003
216,ORD00137,03/04/2024,13:46:54,IT003,1,Charlie,out,ST003
217,ORD00137,03/04/2024,13:46:54,IT008,1,Charlie,out,ST003
218,ORD00105,03/04/2024,13:49:57,IT002,1,Dakota,out,ST002
219,ORD00125,03/04/2024,13:54:26,IT006,2,Morgan,out,ST002
220,ORD00107,03/04/2024,15:16:28,IT004,1,Skye,out,ST002
221,ORD00107,03/04/2024,15:16:28,IT010,2,Skye,out,ST002
222,ORD00109,03/04/2024,15:43:55,IT018,1,Drew,out,ST003
223,ORD00117,03/04/2024,16:13:24,IT002,1,Quinn,out,ST002
224,ORD00170,04/04/2024,07:01:21,IT003,2,Charlie,out,ST003
225,ORD00155,04/04/2024,07:03:19,IT022,4,Jamie,in,ST003
226,ORD00182,04/04/2024,07:04:34,IT008,3,Jamie,out,ST001
227,ORD00177,04/04/2024,07:08:46,IT004,1,Skye,out,ST001
228,ORD00177,04/04/2024,07:08:46,IT016,2,Skye,out,ST001
229,ORD00177,04/04/2024,07:08:46,IT022,2,Skye,out,ST001
230,ORD00151,04/04/2024,07:13:02,IT006,2,Taylor,out,ST003
231,ORD00152,04/04/2024,07:23:33,IT007,1,Kai,in,ST003
232,ORD00152,04/04/2024,07:23:33,IT026,1,Kai,in,ST003
233,ORD00180,04/04/2024,07:31:08,IT009,1,Elliot,out,ST003
234,ORD00180,04/04/2024,07:31:08,IT028,1,Elliot,out,ST003
235,ORD00179,04/04/2024,07:31:59,IT013,1,Harper,in,ST003
236,ORD00162,04/04/2024,07:34:54,IT010,2,Avery,in,ST003
237,ORD00162,04/04/2024,07:34:54,IT028,1,Avery,in,ST003
238,ORD00171,04/04/2024,07:38:21,IT016,2,Jordan,out,ST003
239,ORD00169,04/04/2024,07:42:40,IT002,1,Logan,in,ST001
240,ORD00169,04/04/2024,07:42:40,IT017,1,Logan,in,ST001
241,ORD00158,04/04/2024,07:45:25,IT014,1,Reese,in,ST001
242,ORD00165,04/04/2024,07:47:06,IT012,1,Casey,in,ST001
243,ORD00161,04/04/2024,07:56:30,IT002,1,Sage,in,ST003
244,ORD00161,04/04/2024,07:56:30,IT028,1,Sage,in,ST003
245,ORD00154,04/04/2024,08:02:51,IT024,3,Riley,out,ST001
246,ORD00154,04/04/2024,08:02:51,IT028,1,Riley,out,ST001
247,ORD00159,04/04/2024,08:03:04,IT002,2,Harper,out,ST003
248,ORD00172,04/04/2024,08:03:50,IT009,2,Skye,in,ST001
249,ORD00164,04/04/2024,08:07:49,IT002,2,Jamie,out,ST001
250,ORD00164,04/04/2024,08:07:49,IT006,1,Jamie,out,ST001
251,ORD00168,04/04/2024,08:10:21,IT028,1,Parker,out,ST001
252,ORD00163,04/04/2024,08:12:44,IT002,3,Casey,in,ST003
253,ORD00176,04/04/2024,08:13:07,IT024,1,Reese,out,ST003
254,ORD00175,04/04/2024,08:38:05,IT011,3,Quinn,out,ST001
255,ORD00175,04/04/2024,08:38:05,IT026,2,Quinn,out,ST001
256,ORD00150,04/04/2024,08:42:20,IT010,1,Parker,in,ST003
257,ORD00150,04/04/2024,08:42:20,IT025,1,Parker,in,ST003
258,ORD00153,04/04/2024,08:48:11,IT005,1,Casey,out,ST003
259,ORD00153,04/04/2024,08:48:11,IT016,2,Casey,out,ST003
260,ORD00153,04/04/2024,08:48:11,IT026,1,Casey,out,ST003
261,ORD00167,04/04/2024,08:54:24,IT003,1,Kai,out,ST001
262,ORD00167,04/04/2024,08:54:24,IT010,1,Kai,out,ST001
263,ORD00157,04/04/2024,08:57:44,IT008,3,Drew,out,ST003
264,ORD00174,04/04/2024,10:31:13,IT013,1,Jamie,in,ST001
265,ORD00174,04/04/2024,10:31:13,IT015,1,Jamie,in,ST001
266,ORD00174,04/04/2024,10:31:13,IT021,1,Jamie,in,ST001
267,ORD00145,04/04/2024,10:50:24,IT004,1,Parker,in,ST003
268,ORD00178,04/04/2024,10:53:42,IT016,1,Casey,out,ST003
269,ORD00181,04/04/2024,11:48:27,IT003,1,Drew,out,ST003
270,ORD00181,04/04/2024,11:48:27,IT019,1,Drew,out,ST003
271,ORD00181,04/04/2024,11:48:27,IT020,2,Drew,out,ST003
272,ORD00148,04/04/2024,11:58:56,IT020,2,Rowan,out,ST003
273,ORD00148,04/04/2024,11:58:56,IT023,1,Rowan,out,ST003
274,ORD00166,04/04/2024,12:42:20,IT022,1,Jamie,out,ST003
275,ORD00147,04/04/2024,12:50:40,IT001,1,Parker,out,ST004
276,ORD00147,04/04/2024,12:50:40,IT016,2,Parker,out,ST004
277,ORD00173,04/04/2024,12:52:45,IT005,2,Jordan,out,ST004
278,ORD00144,04/04/2024,13:21:55,IT016,2,Dakota,out,ST002
279,ORD00156,04/04/2024,13:27:08,IT004,1,Taylor,in,ST004
280,ORD00156,04/04/2024,13:27:08,IT009,1,Taylor,in,ST004
281,ORD00146,04/04/2024,13:32:04,IT003,1,Riley,out,ST002
282,ORD00146,04/04/2024,13:32:04,IT011,1,Riley,out,ST002
283,ORD00146,04/04/2024,13:32:04,IT023,2,Riley,out,ST002
284,ORD00160,04/04/2024,13:53:23,IT002,1,Logan,out,ST002
285,ORD00149,04/04/2024,13:56:46,IT005,2,Logan,out,ST002
286,ORD00149,04/04/2024,13:56:46,IT023,1,Logan,out,ST002
287,ORD00196,05/04/2024,07:13:10,IT008,2,Quinn,out,ST001
288,ORD00191,05/04/2024,07:13:35,IT011,4,Morgan,in,ST001
289,ORD00187,05/04/2024,07:15:33,IT001,2,Elliot,in,ST004
290,ORD00211,05/04/2024,07:18:46,IT027,1,Kai,out,ST004
291,ORD00220,05/04/2024,07:19:18,IT011,1,Riley,out,ST001
292,ORD00188,05/04/2024,07:19:59,IT008,2,Skye,in,ST001
293,ORD00188,05/04/2024,07:19:59,IT020,1,Skye,in,ST001
294,ORD00215,05/04/2024,07:34:42,IT011,3,Dakota,out,ST001
295,ORD00241,05/04/2024,07:36:00,IT024,2,Sage,in,ST001
296,ORD00225,05/04/2024,07:36:41,IT027,1,Charlie,out,ST004
297,ORD00212,05/04/2024,07:40:38,IT010,1,Blake,in,ST004
298,ORD00212,05/04/2024,07:40:38,IT022,1,Blake,in,ST004
299,ORD00229,05/04/2024,07:43:10,IT004,1,Sage,in,ST001
300,ORD00237,05/04/2024,07:44:16,IT002,1,Reese,in,ST001
301,ORD00237,05/04/2024,07:44:16,IT027,2,Reese,in,ST001
302,ORD00204,05/04/2024,07:47:44,IT016,1,Taylor,in,ST004
303,ORD00200,05/04/2024,07:53:11,IT019,1,Reese,out,ST004
304,ORD00200,05/04/2024,07:53:11,IT027,1,Reese,out,ST004
305,ORD00206,05/04/2024,07:53:40,IT008,1,Charlie,out,ST001
306,ORD00206,05/04/2024,07:53:40,IT025,2,Charlie,out,ST001
307,ORD00183,05/04/2024,07:59:43,IT026,1,Jordan,out,ST001
308,ORD00199,05/04/2024,08:00:08,IT002,1,Cameron,out,ST004
309,ORD00199,05/04/2024,08:00:08,IT028,2,Cameron,out,ST004
310,ORD00205,05/04/2024,08:01:07,IT008,1,Quinn,out,ST001
311,ORD00205,05/04/2024,08:01:07,IT014,1,Quinn,out,ST001
312,ORD00189,05/04/2024,08:02:20,IT012,3,Blake,out,ST001
313,ORD00189,05/04/2024,08:02:20,IT025,1,Blake,out,ST001
314,ORD00197,05/04/2024,08:07:27,IT009,1,Harper,out,ST004
315,ORD00197,05/04/2024,08:07:27,IT028,1,Harper,out,ST004
316,ORD00208,05/04/2024,08:15:07,IT007,1,Alex,out,ST004
317,ORD00208,05/04/2024,08:15:07,IT021,2,Alex,out,ST004
318,ORD00233,05/04/2024,08:20:55,IT001,3,Alex,out,ST004
319,ORD00193,05/04/2024,08:22:45,IT022,4,Parker,in,ST001
320,ORD00193,05/04/2024,08:22:45,IT026,1,Parker,in,ST001
321,ORD00210,05/04/2024,08:23:17,IT011,1,Quinn,out,ST004
322,ORD00192,05/04/2024,08:23:48,IT001,3,Alex,out,ST001
323,ORD00221,05/04/2024,08:30:10,IT026,1,Taylor,in,ST001
324,ORD00184,05/04/2024,08:37:21,IT006,1,Jordan,in,ST001
325,ORD00184,05/04/2024,08:37:21,IT016,1,Jordan,in,ST001
326,ORD00228,05/04/2024,08:37:31,IT002,1,Jamie,out,ST001
327,ORD00235,05/04/2024,08:41:10,IT013,3,Dakota,in,ST001
328,ORD00235,05/04/2024,08:41:10,IT019,1,Dakota,in,ST001
329,ORD00224,05/04/2024,08:45:50,IT004,1,Blake,in,ST004
330,ORD00231,05/04/2024,10:43:21,IT011,1,Morgan,in,ST001
331,ORD00231,05/04/2024,10:43:21,IT020,2,Morgan,in,ST001
332,ORD00203,05/04/2024,11:03:41,IT012,1,Parker,out,ST001
333,ORD00198,05/04/2024,11:56:34,IT002,1,Jordan,in,ST001
334,ORD00198,05/04/2024,11:56:34,IT015,1,Jordan,in,ST001
335,ORD00198,05/04/2024,11:56:34,IT024,2,Jordan,in,ST001
336,ORD00186,05/04/2024,12:01:04,IT028,1,Sage,out,ST005
337,ORD00201,05/04/2024,12:04:56,IT003,2,Cameron,out,ST001
338,ORD00201,05/04/2024,12:04:56,IT020,1,Cameron,out,ST001
339,ORD00239,05/04/2024,12:05:15,IT005,1,Blake,out,ST005
340,ORD00239,05/04/2024,12:05:15,IT007,3,Blake,out,ST005
341,ORD00238,05/04/2024,12:15:54,IT001,1,Charlie,out,ST005
342,ORD00238,05/04/2024,12:15:54,IT026,2,Charlie,out,ST005
343,ORD00185,05/04/2024,12:18:40,IT022,2,Riley,out,ST002
344,ORD00219,05/04/2024,12:18:55,IT004,2,Blake,in,ST005
345,ORD00207,05/04/2024,12:23:12,IT003,1,Elliot,out,ST005
346,ORD00207,05/04/2024,12:23:12,IT028,1,Elliot,out,ST005
347,ORD00218,05/04/2024,12:25:22,IT001,1,Elliot,out,ST005
348,ORD00218,05/04/2024,12:25:22,IT009,1,Elliot,out,ST005
349,ORD00195,05/04/2024,12:45:35,IT001,1,Blake,in,ST005
350,ORD00222,05/04/2024,12:49:30,IT028,1,Parker,out,ST005
351,ORD00190,05/04/2024,13:01:14,IT001,1,Cameron,in,ST005
352,ORD00190,05/04/2024,13:01:14,IT024,1,Cameron,in,ST005
353,ORD00236,05/04/2024,13:06:27,IT017,1,Parker,out,ST002
354,ORD00236,05/04/2024,13:06:27,IT023,4,Parker,out,ST002
355,ORD00214,05/04/2024,13:17:37,IT004,1,Charlie,out,ST002
356,ORD00243,05/04/2024,13:26:10,IT018,1,Cameron,out,ST002
357,ORD00226,05/04/2024,13:37:28,IT001,2,Skye,out,ST002
358,ORD00226,05/04/2024,13:37:28,IT004,4,Skye,out,ST002
359,ORD00213,05/04/2024,13:42:08,IT004,1,Skye,out,ST002
360,ORD00232,05/04/2024,13:42:18,IT015,2,Avery,out,ST002
361,ORD00232,05/04/2024,13:42:18,IT021,1,Avery,out,ST002
362,ORD00232,05/04/2024,13:42:18,IT025,2,Avery,out,ST002
363,ORD00217,05/04/2024,13:43:08,IT005,1,Alex,out,ST002
364,ORD00217,05/04/2024,13:43:08,IT017,1,Alex,out,ST002
365,ORD00194,05/04/2024,13:48:54,IT024,1,Skye,in,ST002
366,ORD00242,05/04/2024,13:51:00,IT003,2,Parker,out,ST005
367,ORD00242,05/04/2024,13:51:00,IT010,1,Parker,out,ST005
368,ORD00216,05/04/2024,13:51:30,IT019,2,Jordan,in,ST002
369,ORD00216,05/04/2024,13:51:30,IT024,1,Jordan,in,ST002
370,ORD00209,05/04/2024,14:07:24,IT020,2,Quinn,out,ST002
371,ORD00240,05/04/2024,14:07:25,IT001,1,Taylor,out,ST002
